Date and Time of initial call,Date and time of Ranger response,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
08/18/2019 01:45:00 PM,08/18/2019 01:50:00 PM,Southwest Playground,"At the small playground, within Van Cortlandt Park",Striped Skunk,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
08/12/2019 09:00:00 AM,08/12/2019 09:00:00 AM,Van Cortlandt Park,Van Cortlandt Lake,Mute Swan,Observed by Ranger,Invasive,Healthy,0.5,Juvenile,Birds,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
08/11/2019 04:00:00 PM,08/11/2019 03:00:00 PM,Van Cortlandt Park,Van Cortlandt Lake,Mute Swan,Public,Invasive,Injured,1,Juvenile,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,1,FALSE,FALSE,NA
08/04/2019 03:30:00 PM,08/04/2019 03:35:00 PM,Pelham Bay Park,"Playground for All Children, Bruckner Blvd and Wiilkinson Ave",Cockatiel,Public,Domestic,Healthy,2,Adult,Birds,311-00302785,Rehabilitator,1,FALSE,FALSE,The Center for Avian & Exotic Medicine,NA,FALSE,FALSE,NA
08/03/2019 03:30:00 PM,08/03/2019 04:00:00 PM,Orchard Beach,Bus Stop,Raccoon,Employee,Native,Healthy,0.5,Adult,Small Mammals-RVS,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
07/29/2019 02:00:00 PM,07/29/2019 02:15:00 AM,St. James Recreation Center,Outside of fitness center,Virginia Opossum,Employee,Native,Injured,3,Juvenile,Small Mammals-non RVS,311-00253181,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,70825
07/28/2019 02:00:00 PM,07/28/2019 03:00:00 PM,Orchard Beach,BX12 bus stop,Raccoon,Employee,Native,Injured,2,Juvenile,Small Mammals-RVS,311-00246076,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,70716
07/24/2019 04:20:00 PM,07/24/2019 04:30:00 AM,Orchard Beach,Section 6 Boardwalk,Herring Gull,Employee,Native,Injured,3,Juvenile,Birds,311-00216004,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
07/23/2019 01:00:00 PM,07/23/2019 01:30:00 PM,Van Cortlandt Park,Birding Bridge adjacent to Golf Course,Common Snapping Turtle,Public,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/20/2019 09:30:00 AM,07/20/2019 10:00:00 AM,Van Cortlandt Park,Nursery,Eastern Coyote,Central,Native,Healthy,0.5,Juvenile,Coyotes,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/11/2019 04:00:00 PM,07/12/2019 12:00:00 PM,Bartow Pell Mansion,Kitchen,European Starling,Employee,Native,Healthy,0.5,Infant,Birds,311-00-114392,Relocated/Condition Corrected,3,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/10/2019 05:00:00 PM,07/10/2019 05:30:00 PM,Mapes Pool,Mapes Pool,Parrot (Unknown),Employee,Exotic,Healthy,1,Adult,Birds,311-00099610,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/30/2019 12:40:00 PM,06/30/2019 01:00:00 PM,Vidalia Park,Vidalia Park,Striped Skunk,Central,Native,N/A,0.5,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/18/2019 09:30:00 AM,06/18/2019 10:00:00 AM,Bronx Park,Across from 601 Pelham Pkwy N,Peafowl,Employee,Exotic,Healthy,0.75,Adult,Birds,NA,Rehabilitator,1,TRUE,FALSE,Bronx Zoo,NA,FALSE,FALSE,NA
06/17/2019 09:00:00 AM,06/17/2019 09:05:00 AM,Pelham Bay Park,Between Playground for All Children and baseball field,Black Racer Snake,Employee,Native,N/A,0.5,Adult,Terrestrial Reptile or Amphibian,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/11/2019 04:15:00 PM,06/11/2019 04:20:00 PM,Van Cortlandt Park,Adjacent to VC Golf House,Canada Goose,Public,Native,Injured,0.5,Adult,Birds,1-1-1733837211,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/06/2019 10:00:00 AM,06/06/2019 10:45:00 AM,851 Fairmont Pl,Inside Miracale Gardens (community Garden),Chicken,Employee,Domestic,Healthy,2,Juvenile,Birds,1-1-1729971530,ACC,3,FALSE,FALSE,NA,NA,FALSE,FALSE,83788
06/02/2019 12:00:00 PM,06/02/2019 12:00:00 PM,Van Cortlandt Park,Unspecified Location,Mallard Duck,Public,Native,Healthy,3.5,Infant,Birds,1-1-1727532800,Rehabilitator,2,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
06/01/2019 03:00:00 PM,06/01/2019 02:30:00 PM,Orchard Beach,Orchard Beach Parking Lot,Gull (Unknown),Public,Native,Injured,2,Adult,Birds,1-1-173378903,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
05/23/2019 02:00:00 PM,05/24/2019 03:00:00 PM,Harding Park,"40.80788, -73.85810",Chicken,Employee,Domestic,Unhealthy,2.5,Adult,Birds,1-1-1 7178168040,ACC,2,FALSE,FALSE,NA,NA,FALSE,FALSE,"63836, 63837"
05/09/2019 09:00:00 AM,05/09/2019 09:00:00 AM,Williamsbridge Oval Recreation Center,Williamsbridge Oval Park (Unspecified Location),Bird (Unknown),Employee,Native,Unhealthy,2,Infant,Birds,1-1-17 14404721,Rehabilitator,5,TRUE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
05/05/2019 09:05:00 AM,05/05/2019 09:08:00 AM,Van Cortlandt Park,"Van Cortlandt Lake Storm Drain    40.889697, -73.893512",Turtle (Unknown),Central,N/A,N/A,0.5,Adult,Terrestrial Reptile or Amphibian,1-1-1-716461740,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/23/2019 12:00:00 AM,04/23/2019 01:15:00 PM,Van Cortlandt Park,Van Cortlandt Nature Center,Painted Turtle,Public,Native,Healthy,0.1,Infant,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/21/2019 04:20:00 PM,04/21/2019 04:35:00 PM,Van Cortlandt Park,John Kieran Trail,Raccoon,Employee,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
04/21/2019 01:45:00 PM,04/21/2019 01:45:00 PM,Van Cortlandt Park,Parade Ground Bridle Path,Painted Turtle,Public,Native,Healthy,0.1,Infant,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/18/2019 12:00:00 AM,04/18/2019 03:30:00 PM,Crotona Park,"Crotona, Indian Lake",Domestic Duck,Employee,Domestic,Healthy,3.5,Juvenile,Domestic;#Birds,1-1-1709590100,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
04/15/2019 12:00:00 PM,04/15/2019 01:00:00 PM,Pugsley Creek Park,Within the park,Raccoon,Other,Native,N/A,0.5,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/02/2019 09:20:00 AM,04/02/2019 09:25:00 AM,Van Cortlandt Park,Driveway leading to Arthur Ross Nursery,Raccoon,Employee,Native,Unhealthy,0.75,Adult,Small Mammals-RVS,1-1-1702035690,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/28/2019 01:00:00 PM,03/28/2019 04:00:00 PM,Orchard Beach,Between the volleyball and basketball courts,Striped Skunk,Central,Native,Unhealthy,3,Adult,Small Mammals-RVS,1-1-1697120530,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,58463
03/27/2019 12:00:00 PM,03/27/2019 01:00:00 PM,Bronx Park,"""On the walking path by the water""",Chicken,Central,Domestic,N/A,1.5,Adult,Domestic,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/19/2019 09:52:00 AM,03/19/2019 10:15:00 AM,Green Street,167th street and Cromwell avenue,Virginia Opossum,Central,Native,Injured,2,Adult,Small Mammals-non RVS,1-1-1692269890,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,57500
03/18/2019 03:20:00 PM,03/18/2019 03:40:00 PM,Orchard Beach,North/East Corner of Parking Lot,Striped Skunk,Employee,Native,N/A,1,Adult,Small Mammals-RVS,1-1-1680409930,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/17/2019 03:30:00 PM,03/17/2019 03:30:00 PM,Van Cortlandt Park,"40°53'39.9""N 73°53'21.6""W",Mute Swan,Central,Invasive,DOA,0.5,Adult,Birds,1-1-1695186100,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/16/2019 03:00:00 PM,03/16/2019 03:00:00 PM,Orchard Beach,"40.87193,-73.78329",Harbor Seal,Observed by Ranger,Native,Healthy,3.5,Adult,Marine Mammals-seals only,NA,Monitored Animal,1,FALSE,TRUE,NA,3.5,FALSE,FALSE,NA
03/15/2019 04:56:00 PM,03/15/2019 05:01:00 PM,Concrete Plant Park,"40°49'37.8""N 73°53'05.8""W",Raccoon,Public,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1695217248,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,57180
02/22/2019 12:00:00 PM,02/24/2019 11:00:00 AM,Van Cortlandt Park,Van Cortlandt Lake,Mute Swan,Public,Invasive,Healthy,1.5,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,1.5,FALSE,FALSE,NA
02/22/2019 12:00:00 PM,02/23/2019 09:30:00 AM,Van Cortlandt Park,Van Cortlandt Lake,Mute Swan,Public,Invasive,Injured,1.75,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,1.75,FALSE,FALSE,NA
02/22/2019 12:00:00 PM,02/22/2019 12:00:00 PM,Van Cortlandt Park,Van Cortlandt Lake,Mute Swan,Public,Invasive,Injured,0.5,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
02/23/2019 09:30:00 AM,02/23/2019 10:00:00 AM,Matthews Muliner Playground,"Matthews Ave., between Morris Park Ave. and Rhinelander Ave.",Raccoon,Central,Native,N/A,0.5,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/20/2019 08:40:00 AM,02/20/2019 10:45:00 AM,Van Cortlandt Park,"Northbound side off of Major Deegan (I-87), South of the 233rd St Exit (40.8925235, -73.8841376)",Eastern Coyote,Employee,Native,DOA,2.75,Adult,Coyotes,1-1-1685480983,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/10/2019 03:30:00 PM,02/11/2019 12:30:00 PM,Van Cortlandt Park,"40.903544, -73.888254 (Off-Trail near Exit 24 of Henry Hudson Pkwy S)",Eastern Coyote,Observed by Ranger,Native,DOA,3,Adult,Coyotes,1-1-1679139831,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/05/2019 03:35:00 PM,02/05/2019 03:45:00 PM,Crotona Park,173 St. & Fulton Ave. In front of Crotona Pool,Red-tailed Hawk,Central,Native,Injured,1.75,Adult,Raptors,1-1-1-674906570,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,NA,FALSE,FALSE,NA
01/23/2019 04:00:00 PM,01/23/2019 04:00:00 PM,Pelham Bay Park,"40.8540993, -73.8229685",Striped Skunk,Observed by Ranger,Native,DOA,0.5,Juvenile,Small Mammals-RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/23/2019 03:10:00 PM,01/23/2019 03:15:00 PM,Van Cortlandt Park,In the lake close to second bridge on Putnam Trail,Mute Swan,Central,Invasive,DOA,1.1,Adult,Birds,1-1-1668593421,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/15/2019 12:45:00 PM,01/15/2019 01:15:00 PM,Crotona Park,Indian Lake,White-tailed Deer,Public,Native,N/A,0.5,Adult,Deer,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/07/2019 03:00:00 PM,01/07/2019 05:00:00 PM,Pelham Bay Park,"40°51'15.5""N 73°49'21.3""W",Striped Skunk,Observed by Ranger,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-161714670,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,52073
12/31/2018 01:00:00 PM,12/31/2018 01:15:00 PM,Mullaly Park,West Recreation Center Gate,Chicken,Public,Domestic,Injured,1.5,Adult,Domestic,1-1-1661714382,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,51627
12/27/2018 09:30:00 AM,12/27/2018 09:35:00 AM,Orchard Beach,Section 1,Seal (Unknown),Central,Native,Healthy,4,Juvenile,Marine Mammals-seals only,1-1-1658753690,Monitored Animal,1,FALSE,TRUE,NA,3.5,FALSE,FALSE,NA
12/23/2018 10:15:00 AM,12/23/2018 10:25:00 AM,Pelham Bay Park,Undisclosed Location,Eastern Coyote,Employee,Native,Healthy,1.5,Adult,Coyotes,1-1-1653925702,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,TRUE,TRUE,NA
12/20/2018 10:00:00 AM,12/20/2018 10:00:00 AM,Pelham Bay Park,"40°51'20.9""N 73°49'11.1""W 40.855799, -73.819753",Raccoon,Observed by Ranger,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,1-1-1648890431,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,50902
12/06/2018 11:00:00 AM,12/06/2018 11:00:00 AM,Orchard Beach,"40.8757840, -73.7879630 Hunter Island",Raccoon,Public,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1652596290,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,49912
12/03/2018 11:30:00 AM,12/03/2018 11:45:00 AM,Van Cortlandt Park,Van Cortlandt Lake Drain,Canada Goose,Public,Native,Healthy,0.5,Adult,Birds,NA,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
11/18/2018 10:45:00 AM,11/18/2018 11:10:00 AM,Taylor Playground,Inside of Playground,Red-Eared Slider,Employee,Invasive,Unhealthy,1.5,Adult,Terrestrial Reptile or Amphibian,1-1-1644145380,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,47542
11/12/2018 11:15:00 AM,11/12/2018 11:30:00 AM,Pelham Bay Park,"Rodman's Neck (40.858166, -73.800918)",Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1640591282,ACC,1,TRUE,FALSE,NA,NA,FALSE,FALSE,47090
11/07/2018 02:20:00 PM,11/07/2018 02:30:00 PM,Williamsbridge Oval,In front of the entrance to the dog run,Rock Dove,Central,Native,DOA,0.75,Adult,Birds,1-1-1641384261,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
11/03/2018 10:00:00 AM,11/03/2018 11:00:00 AM,Seton Falls Park,Trash Can,Virginia Opossum,Central,Native,N/A,1,Adult,Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/29/2018 11:00:00 AM,10/30/2018 12:00:00 PM,Matthews Muliner Playground,Unfounded,Raccoon,Employee,Native,N/A,0.5,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
11/01/2018 11:15:00 AM,11/01/2018 11:45:00 AM,Orchard Beach,Sewage Plant near Turtle Cove,White-tailed Deer,Observed by Ranger,Native,DOA,0.5,Adult,Deer,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
11/01/2018 10:30:00 AM,11/01/2018 11:00:00 AM,Orchard Beach,"Hunter Island Closest to North West Area of Parking Lot (40.87157, -73.79466)",Raccoon,Employee,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,NA,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,46187
10/29/2018 09:25:00 AM,10/29/2018 09:45:00 AM,Orchard Beach,Park Drive off of the City Island Circle,Mute Swan,Employee,Invasive,DOA,0.25,Juvenile,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/23/2018 01:00:00 PM,10/23/2018 02:00:00 PM,Riverdale Playground,Unspecified,Cat,Central,Domestic,N/A,0.5,Infant,Domestic,1-1-1633239481,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/21/2018 10:00:00 AM,10/21/2018 10:15:00 AM,Pelham Bay Park,Orchard Beach Section 10,Cat,Employee,Domestic,Unhealthy,1,Adult,Domestic,NA,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,55861
10/12/2018 09:00:00 AM,10/12/2018 09:00:00 AM,Pelham Bay Park,Tennis Courts,Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1624804910,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,44221
10/06/2018 04:30:00 PM,10/07/2018 11:00:00 AM,Van Cortlandt Park,Van Cortlandt Lake near Golf House,Common Snapping Turtle,Public,Native,DOA,1.5,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/05/2018 12:00:00 AM,10/05/2018 02:00:00 PM,Van Cortlandt Park,Northern Tip of Tibbett's Brook,Alligator Snapping Turtle,"Conservancies/""Friends of"" Groups",Exotic,Healthy,1,Adult,Terrestrial Reptile or Amphibian,1.1.1623412770,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,1  43639
09/25/2018 11:35:00 AM,09/25/2018 11:40:00 AM,Story Playground,Middle of lawn,Chicken,Central,Domestic,Unhealthy,2.5,Adult,Domestic,1-1-1620277326,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,42510
09/13/2018 10:00:00 AM,09/13/2018 10:20:00 AM,Pelham Bay Park,Playground For All Children,Raccoon,Employee,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1615765941,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,41389
09/11/2018 10:40:00 AM,09/11/2018 10:50:00 AM,Merriam Playground,rear paths,Cat,Central,Domestic,N/A,0.75,Juvenile,Domestic,1-1-1613698400,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/08/2018 12:20:00 PM,09/08/2018 12:45:00 PM,Pelham Bay Park,BBQ area by Wilkonson Ave and Bruckner Blvd,Raccoon,Central,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1614660042,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,49903
09/06/2018 10:05:00 AM,09/06/2018 10:05:00 AM,Pelham Bay Park,Orchard Beach/ City Island Traffic Circle,White-tailed Deer,Central,Native,Unhealthy,2,Infant,Deer,1-1-1613258202,ACC,1,FALSE,FALSE,NA,NA,TRUE,TRUE,40789
09/05/2018 09:35:00 AM,09/05/2018 09:40:00 AM,Crotona Park,Indian Lake,Green Heron,Employee,Native,Injured,1.5,Juvenile,Birds,1-1-1610698450,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
08/18/2018 02:00:00 PM,08/18/2018 02:15:00 PM,Pelham Bay Park,By dog run,Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1605107150,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,46837
08/14/2018 10:30:00 AM,08/14/2018 03:30:00 PM,Pelham Bay Park,Landfill,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/02/2018 12:00:00 AM,08/02/2018 11:00:00 AM,Crotona Park,Bathgate Playground,Red-Tailed Hawk,Central,Native,Unhealthy,4,Juvenile,Raptors,1-1-1597160311,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
08/01/2018 02:40:00 PM,08/01/2018 03:35:00 PM,Ferry Point Park,Found underneath white stone bridge,American Kestrel,Public,Native,Unhealthy,1.5,Adult,Raptors,1-1-1592912581,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,NA,FALSE,FALSE,NA
07/31/2018 04:40:00 PM,07/31/2018 04:50:00 PM,Magenta Playground,Bronx Park East & Rosewood Avenue,Raccoon,Employee,Native,Unhealthy,3,Adult,Small Mammals-RVS,1-1-1597270330,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,36629
07/18/2018 04:30:00 PM,07/18/2018 04:45:00 PM,Van Cortlandt Park,near park house,Eastern Gray Squirrel,Central,Native,N/A,0.25,Juvenile,Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/18/2018 09:30:00 AM,07/18/2018 10:00:00 AM,Haffen Park,NA,Raccoon,Central,Native,Healthy,1.25,Juvenile,Small Mammals-RVS,1-1-1589094020,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/15/2018 07:00:00 PM,07/15/2018 07:00:00 PM,Van Cortlandt Park,VC,Mallard Duck,Public,Native,Healthy,0.5,Juvenile,Birds,NA,Relocated/Condition Corrected,5,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/15/2018 06:40:00 PM,07/15/2018 06:40:00 PM,Van Cortlandt Park,VC,Mallard Duck,Public,Native,Healthy,0.5,Infant,Birds,NA,Relocated/Condition Corrected,7,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/13/2018 02:30:00 PM,07/13/2018 02:30:00 PM,Van Cortlandt Park,Van Cortlandt Nature Center,Eastern Gray Squirrel,Other,Native,Healthy,2,Infant,Small Mammals-non RVS,1-11-588704060,Rehabilitator,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/08/2018 10:17:00 PM,07/08/2018 12:00:00 PM,Van Cortlandt Park,park,Striped Skunk,Employee,Native,N/A,0.25,Adult,Small Mammals-RVS,1-11-586588522,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/08/2018 09:40:00 AM,07/08/2018 11:00:00 AM,Space Time Playground,Space time plygnd,Cat,Central,Domestic,Healthy,1,Juvenile,Domestic,1-11-584669690,ACC,3,FALSE,FALSE,NA,NA,FALSE,FALSE,40827
