Date and Time of initial call,Date and time of Ranger response,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
06/22/2021 11:30:00 AM,06/22/2021 11:30:00 AM,Highbridge Park,Coogan's Bluff Playground,Dog,Central,Domestic,N/A,0.75,Adult,Domestic,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/22/2021 12:00:00 PM,06/22/2021 12:00:00 PM,Inwood Hill Park,214th and Seaman Ave,Eastern Gray Squirrel,Employee,Native,Injured,0.5,Adult,Small Mammals-non RVS,NA,Advised/Educated others,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
06/21/2021 09:20:00 AM,06/21/2021 12:00:00 PM,Central Park,West 97 St entrance,Raccoon,Central,Native,Injured,0.5,Juvenile,Small Mammals-RVS,311- 06678452,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/20/2021 09:00:00 AM,06/20/2021 03:00:00 PM,Inwood Hill Park,Northwest edge of Gaelic Field,Common Snapping Turtle,Employee,Native,N/A,1,Adult,Terrestrial Reptile or Amphibian,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/19/2021 09:00:00 AM,06/19/2021 10:00:00 AM,Inwood Hill Park,Payson Visitor Center,Common Snapping Turtle,Employee,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
06/17/2021 08:00:00 AM,06/17/2021 10:00:00 AM,Riverside Park,Entrance at Riverside Dr and West 108th St,Raccoon,Central,Native,Healthy,1,Juvenile,Small Mammals-RVS,311-06628837,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/17/2021 10:00:00 AM,06/17/2021 10:00:00 AM,William McCray Playground,playground cross street West 158th,American Kestrel,Central,Native,Injured,0.5,Juvenile,Raptors,311-06630118,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/16/2021 10:13:00 AM,06/16/2021 10:32:00 AM,Central Park,Central Park Zoo,Raccoon,Employee,Native,Healthy,1,Infant,Small Mammals-RVS,NA,Relocated/Condition Corrected,2,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/15/2021 08:30:00 AM,06/15/2021 03:00:00 PM,Inwood Hill Park,Gaelic Field,Common Snapping Turtle,Employee,Native,Healthy,1,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/14/2021 03:30:00 PM,06/14/2021 03:45:00 PM,Central Park,Central Park Arsenal,Domestic Duck,Central,Domestic,Healthy,2,Juvenile,Domestic;#Birds,311-06599987,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,119217
06/13/2021 10:00:00 AM,06/13/2021 10:00:00 AM,Central Park,59th Street Pond near Gapstow Bridge,Common Snapping Turtle,Central,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/12/2021 04:02:00 PM,06/12/2021 04:07:00 PM,Riverside Park,79th St Boat Basin,Chicken,Employee,Domestic,Unhealthy,1.25,Adult,Domestic;#Birds,NA,ACC,1,TRUE,FALSE,NA,NA,FALSE,FALSE,162285
06/11/2021 01:30:00 PM,06/11/2021 01:30:00 PM,Riverside Park,79th Street Boat Basin,Mallard Duck,Central,Native,Healthy,0.5,Adult,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/10/2021 02:05:00 PM,06/10/2021 03:22:00 PM,Central Park,Hallett Nature Sanctuary,Common Snapping Turtle,Public,Native,Healthy,2,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,1.5,FALSE,FALSE,NA
06/10/2021 12:20:00 PM,06/10/2021 12:21:00 PM,Central Park,Field outside the French Gardens in Conservatory Gardens,Red-Eared Slider,Public,Invasive,N/A,0.25,Adult,Terrestrial Reptile or Amphibian,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/08/2021 11:44:00 AM,06/08/2021 12:00:00 PM,West Harlem Piers,Marginal St and St Clare Pl,Chicken,Central,Domestic,Unhealthy,1,Infant,Birds,311-06529567,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
06/05/2021 12:45:00 PM,06/05/2021 03:30:00 PM,Riverside Park,West 79th inside park,Raccoon,Central,Native,Injured,1,Infant,Small Mammals-RVS,311-06491340,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/05/2021 08:45:00 AM,06/05/2021 09:30:00 AM,Central Park,West 81st Street and Central Park West,Red-eared Slider,Central,Invasive,Injured,1.5,Adult,Terrestrial Reptile or Amphibian,311-06489753,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/04/2021 10:25:00 AM,06/04/2021 12:00:00 PM,Central Park,90th St by the Reservoir,Raccoon,Central,Native,Healthy,1,Infant,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/01/2021 03:00:00 PM,06/01/2021 03:00:00 PM,Morningside Park,Barbecue Area #5,Snake (Unknown),Central,N/A,N/A,1,Infant,Terrestrial Reptile or Amphibian,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/01/2021 10:00:00 AM,06/01/2021 10:30:00 AM,Inwood Hill Park,Outside the Inwood Hill Nature Center at 218 St,Red-tailed Hawk,Central,Native,Unhealthy,2.5,Adult,Raptors,311-06447131,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,0.5,FALSE,FALSE,NA
05/29/2021 01:00:00 PM,05/29/2021 03:30:00 PM,Central Park,West 79th and West Dr,Dog,"Conservancies/""Friends of"" Groups",Domestic,Healthy,2,Adult,Domestic,311-06422998,ACC,3,FALSE,FALSE,NA,NA,FALSE,FALSE,160841
05/29/2021 10:57:00 AM,05/28/2021 11:08:00 AM,Central Park,Conservatory Waters,Mallard Duck,Public,Native,Injured,1,Infant,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/28/2021 02:00:00 PM,05/28/2021 02:00:00 PM,Othmar Ammann Playground,Oak Hydrana shrubs close to 1st Ave,Dog,Public,Domestic,Healthy,3,Adult,Domestic,311-06415795,ACC,3,FALSE,FALSE,NA,NA,FALSE,FALSE,160759
05/28/2021 05:00:00 PM,05/28/2021 05:00:00 PM,Inwood Hill Park,Payson Playground,House Sparrow,Public,Native,Injured,0.5,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
05/28/2021 01:00:00 PM,05/28/2021 01:30:00 PM,Inwood Hill Park,Gaelic Field,Red-tailed Hawk,Central,Native,Injured,1,Adult,Raptors,311-06414159,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/28/2021 11:30:00 AM,05/28/2021 12:00:00 PM,Fort Tryon Park,Field by Met Cloisters,American Robin,Employee,Native,Unhealthy,1,Juvenile,Birds,NA,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
05/26/2021 04:30:00 PM,05/26/2021 04:30:00 PM,Central Park,Field near 65th St,Rock Dove,Public,Native,Injured,0.5,Adult,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/27/2021 08:30:00 AM,05/27/2021 08:30:00 AM,Riverside Park,Elington in the Park,Dog,Central,Domestic,Injured,0.5,Juvenile,Domestic,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/26/2021 12:00:00 AM,05/26/2021 01:00:00 PM,Inwood Hill Park,Muscota Marsh,Canada Goose,Central,Native,Injured,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/26/2021 12:30:00 PM,05/26/2021 01:30:00 PM,Riverside Park,79th Street Boat Basin,Canada Goose,Central,Native,Healthy,0.5,Adult,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/26/2021 11:00:00 AM,05/26/2021 12:00:00 PM,Madison Square Park,North of Ferrgut Statue,Eastern Gray Squirrel,Central,Native,Unhealthy,0.5,Adult,Small Mammals-non RVS,311-06391894,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/25/2021 10:00:00 AM,05/25/2021 11:45:00 AM,Central Park,"Strawberry Fields, East of John Lennon Memorial on the grass",Red-Eared Slider,Central,Invasive,Healthy,1,Adult,Terrestrial Reptile or Amphibian,311-063-81368,Relocated/Condition Corrected,1,FALSE,TRUE,NA,1,FALSE,FALSE,NA
05/24/2021 08:05:00 AM,05/24/2021 10:00:00 AM,Riverside Park,85th St by Dog Run and Soldiers and Sailors Memorial,Raccoon,Public,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-06369671,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/24/2021 10:00:00 AM,05/24/2021 11:00:00 AM,Central Park,"Strawberry Fields, W 72nd btwn Central Park West and West Dr",Common Snapping Turtle,"Conservancies/""Friends of"" Groups",Native,Healthy,1.5,Adult,Terrestrial Reptile or Amphibian,311-06369994,Relocated/Condition Corrected,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
05/21/2021 06:00:00 PM,05/21/2021 06:03:00 PM,Central Park,"The Loch 40.794612, -73.958591",Red-tailed Hawk,Employee,Native,Unhealthy,2,Adult,Raptors,NA,Monitored Animal,1,FALSE,TRUE,NA,1.75,FALSE,FALSE,NA
05/21/2021 12:00:00 PM,05/21/2021 12:00:00 PM,Central Park,Westdrive at West 103rd,Red-tailed Hawk,Public,Native,Unhealthy,1,Adult,Raptors,NA,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/21/2021 06:00:00 PM,05/22/2021 06:45:00 AM,Central Park,Westdrive at West 103rd,Red-tailed Hawk,Public,Native,Unhealthy,2,Adult,Raptors,311-06346130,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,NA,FALSE,FALSE,NA
05/21/2021 01:00:00 PM,05/21/2021 01:30:00 PM,Central Park,Lightpost 7232A near Bethesda Terrace,Turtle (Unknown),Public,Native,N/A,1,Adult,Terrestrial Reptile or Amphibian,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/21/2021 02:30:00 PM,05/21/2021 02:30:00 PM,Central Park,Just West of Conservatory Garden,Blue Jay,Employee,Native,Healthy,0.5,Infant,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/21/2021 08:00:00 AM,05/21/2021 09:00:00 AM,Fort Tryon Park,Lawn near Cloisters,Mallard Duck,Central,Native,Injured,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/19/2021 09:30:00 AM,05/19/2021 09:30:00 AM,Hudson River Park,Hudson River at West 26th Street,Canada Goose,Other,Native,Injured,0.5,Adult,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/17/2021 12:30:00 PM,05/17/2021 12:50:00 PM,Fort Washington Park,151 Street and Riverside Drive,Muskrat,Central,Native,Injured,0.45,Adult,Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/13/2021 04:30:00 PM,05/13/2021 04:40:00 PM,Fort Tryon Park,Anne Loftus Playground,Virginia Opossum,Public,Native,Unhealthy,1,Juvenile,Small Mammals-non RVS,NA,Rehabilitator,1,FALSE,FALSE,Arina Hinzen,NA,FALSE,FALSE,NA
05/10/2021 05:00:00 PM,05/11/2021 09:30:00 AM,Central Park,Conservatory Water,Mallard Duck,Public,Native,Healthy,0.25,Adult,Birds,NA,Advised/Educated others,2,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/10/2021 01:00:00 PM,05/10/2021 02:00:00 PM,Playground Eighty Nine LXXXIX,In the Horticulture area of the Playground,Eastern Gray Squirrel,Employee,Native,Injured,0.5,Juvenile,Small Mammals-non RVS,311-06218645,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
05/08/2021 12:00:00 PM,05/08/2021 12:30:00 PM,St. Nicholas Park,West 135th near the stairs,House Sparrow,Central,Native,Healthy,0.5,Infant,Birds,311-06200365,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/06/2021 12:45:00 PM,05/06/2021 12:45:00 PM,Central Park,Reservoir,Canada Goose,Public,Native,N/A,0.25,Adult,Birds,NA,Advised/Educated others,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/07/2021 01:00:00 PM,05/07/2021 02:30:00 AM,Hudson River Park,Hudson River at West 34th Street,Canada Goose,Public,Native,Healthy,1,Adult,Birds,NA,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/06/2021 01:10:00 PM,05/06/2021 01:40:00 AM,Andrew Haswell Green Park,East River and East 61st St,Mallard Duck,Central,Native,Healthy,0.5,Adult;#Infant,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/05/2021 10:55:00 AM,05/05/2021 10:58:00 AM,Central Park,"Northeast of Bethesda Fountain (40.774729, -73.971212)",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-06170568,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,158449
05/05/2021 08:00:00 AM,05/05/2021 08:00:00 AM,Central Park,North Meadow,Red-Eared Slider,Public,Invasive,Healthy,0.25,Infant,Terrestrial Reptile or Amphibian,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/03/2021 11:39:00 AM,05/03/2021 12:15:00 PM,Fort Tryon Park,Trail East of the Cloisters,Raccoon,Employee,Native,DOA,1,Infant,Small Mammals-RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/03/2021 09:00:00 AM,05/03/2021 10:00:00 AM,Madison Square Park,On Sidewalk,Rose-breasted Grosbeak,Central,Native,Healthy,0.5,Adult,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/02/2021 06:00:00 PM,05/03/2021 09:40:00 AM,Central Park,Harlem Meer,Mallard Duck,Central,Native,Healthy,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/30/2021 12:12:00 PM,04/30/2021 12:15:00 PM,Central Park,Mounted Command,Raccoon,Employee,Native,Healthy,2.25,Infant,Small Mammals-RVS,NA,Relocated/Condition Corrected,1,TRUE,TRUE,NA,0.5,FALSE,FALSE,NA
04/29/2021 10:30:00 AM,04/29/2021 11:00:00 AM,Central Park,Ball Field 5 behind North Meadow,Red-tailed Hawk,"Conservancies/""Friends of"" Groups",Native,Injured,2,Juvenile,Raptors,311-06109119,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
04/28/2021 11:00:00 AM,04/28/2021 11:30:00 AM,Central Park,South East of Lasker Rink,Red-tailed Hawk,"Conservancies/""Friends of"" Groups",Native,Injured,0.5,Juvenile,Raptors,NA,Monitored Animal,1,TRUE,FALSE,NA,NA,FALSE,FALSE,NA
04/27/2021 02:00:00 PM,04/27/2021 04:00:00 PM,Central Park,Central Park Pond South East of Gapstow Bridge,Canada Goose,"Conservancies/""Friends of"" Groups",Native,Healthy,0.25,Adult,Birds,NA,Monitored Animal,2,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
04/27/2021 10:00:00 AM,04/27/2021 10:00:00 AM,Carl Schurz Park,Gracie Mansion Back Yard,Eastern Cottontail Rabbit,Employee,Native,Healthy,0.5,Adult,Small Mammals-non RVS,NA,Advised/Educated others,3,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/26/2021 08:00:00 PM,04/27/2021 10:00:00 AM,Carl Schurz Park,Gracie Mansion Back Yard,Red-tailed Hawk,Public,Native,Injured,1.5,Juvenile,Raptors,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/26/2021 08:45:00 AM,04/26/2021 08:50:00 AM,Central Park,63rd St & Central Park West,Red-tailed Hawk,Central,Native,Injured,0.75,Adult,Raptors,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/24/2021 04:00:00 PM,04/24/2021 04:00:00 PM,Central Park,Jacqueline Kennedy Onassis Reservoir,Canada Goose,Public,Native,Healthy,0.25,Adult,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/23/2021 02:45:00 PM,04/23/2021 03:45:00 PM,Morningside Park,120th St and Morningside Dr,Raccoon,Employee,Native,Healthy,1,Infant,Small Mammals-RVS,NA,Relocated/Condition Corrected,1,TRUE,FALSE,NA,NA,FALSE,FALSE,NA
04/23/2021 02:00:00 PM,04/23/2021 02:30:00 PM,Central Park,Ramble,Eastern Coyote,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Adult,Coyotes,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/23/2021 02:30:00 PM,04/23/2021 02:30:00 PM,Fort Tryon Park,196th and Broadway Dongan Field,Raccoon,Employee,Native,Healthy,0.5,Adult,Small Mammals-RVS,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/22/2021 05:00:00 PM,04/22/2021 06:00:00 PM,High Line Park,Washington St and Gansevoort St,Red-Bellied Woodpecker,Employee,Native,Injured,2,Adult,Birds,311-06044060,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
04/22/2021 07:30:00 AM,04/22/2021 08:30:00 AM,Central Park,West Drive Between West 59th and West 63rd,Raccoon,Central,Native,DOA,1.5,Adult,Small Mammals-RVS,311-06038237,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,115408
04/21/2021 02:45:00 PM,04/21/2021 03:00:00 PM,Sherman Creek,Swindlers Cove,Canada Goose,"Conservancies/""Friends of"" Groups",Native,Injured,0.75,Adult,Birds,NA,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/21/2021 10:00:00 AM,04/21/2021 11:00:00 AM,Central Park,77 St and Central Park West,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,2,Infant,Small Mammals-RVS,311-06031268,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/19/2021 11:00:00 AM,04/19/2021 11:30:00 AM,Central Park,The Mall,Red-tailed Hawk,Central,Native,Injured,1,Juvenile,Raptors,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/17/2021 02:30:00 PM,04/17/2021 03:30:00 PM,Central Park,Wild West Playground,Raccoon,Central,Native,Injured,0.5,Adult,Small Mammals-RVS,311-05992835,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/16/2021 10:25:00 AM,04/16/2021 10:28:00 AM,Carl Schurz Park,The gardens at Gracie Mansion,Domestic Rabbit,Employee,Domestic,Healthy,2,Adult,Domestic;#Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/16/2021 08:30:00 AM,04/16/2021 08:40:00 AM,Central Park,Within the 79th Street Yards facilities,Dog,"Conservancies/""Friends of"" Groups",Domestic,Injured,1.5,Adult,Domestic,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/15/2021 09:30:00 AM,04/15/2021 09:30:00 AM,Fort Tryon Park,Dongan Lawn,American Robin,Employee,Native,DOA,1,Adult,Birds,NA,Relocated/Condition Corrected,2,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/14/2021 10:30:00 AM,04/14/2021 10:40:00 AM,Central Park,Inside Wollman Rink facilities,Cat,Central,Domestic,Unhealthy,1.5,Adult,Domestic,NA,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,114919
04/14/2021 09:00:00 AM,04/14/2021 10:00:00 AM,Central Park,86th Street Shops and Pinetum,Virginia Opossum,Employee,Native,Healthy,0.5,Juvenile,Small Mammals-non RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/14/2021 03:30:00 PM,04/13/2021 04:30:00 PM,Morningside Park,"Cathedral of St. John the Divine, across Morningside Dr at 111th St",Red-tailed Hawk,Public,Native,DOA,0.5,Adult,Raptors,NA,Submitted for DEC Testing,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/13/2021 09:30:00 AM,04/13/2021 09:45:00 AM,Central Park,North Pump House Central Park Reservoir,Double-crested Cormorant,Public,Native,Injured,1,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,2,FALSE,FALSE,NA
04/12/2021 12:00:00 PM,04/12/2021 01:00:00 PM,Jackie Robinson Recreation Center,Bradhurst Ave and 148th,Chicken,Central,Domestic,Healthy,2,Juvenile,Domestic;#Birds,311-05947241,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,104354
04/11/2021 02:45:00 PM,04/11/2021 03:00:00 PM,West Harlem Piers,"132 St and Marginal St, sidewalk next to the water",Canada Goose,Employee,Native,Healthy,1,Adult,Birds,311-05939445,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/09/2021 10:45:00 AM,04/09/2021 11:00:00 AM,Central Park,"Reservior West of the North Pump House 40.788263, -73.963461",Canada Goose,Public,Native,DOA,1,Adult,Birds,311-05917541,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/07/2021 09:15:00 AM,04/07/2021 09:30:00 AM,Central Park,East 107th St and 5th Ave,Northern Flicker,"Conservancies/""Friends of"" Groups",Native,Injured,0.5,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/06/2021 03:00:00 PM,04/06/2021 03:30:00 PM,Central Park,"81st St and Central Park West 40.781848, -73.970265",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Infant,Small Mammals-RVS,311-05889978,ACC,2,FALSE,FALSE,NA,NA,FALSE,FALSE,114461
04/06/2021 11:30:00 AM,04/06/2021 11:30:00 AM,Washington Square Park,park,Eastern Gray Squirrel,Employee,Native,Healthy,0.25,Infant,Small Mammals-non RVS,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/06/2021 08:30:00 AM,04/06/2021 11:00:00 AM,Central Park,Harlem Meer,Mallard Duck,Public,Native,Injured,1.5,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/04/2021 10:00:00 AM,04/04/2021 02:00:00 PM,Central Park,Harlem Meer,Mallard Duck,Central,Native,Injured,1.5,Adult,Birds,311-05868749,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/03/2021 02:00:00 PM,04/03/2021 02:00:00 PM,Central Park,Harlem Meer near Dana Discovery Center,Great Egret,Public,Native,Healthy,2,Adult,Birds,311-05861960,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
04/02/2021 12:10:00 PM,04/02/2021 01:50:00 PM,Central Park,"Harlem Meer, near 110th St & 5th Ave entrance",Mallard Duck,Public,Native,Injured,1.5,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,1.25,FALSE,FALSE,NA
03/30/2021 10:00:00 AM,03/30/2021 10:00:00 AM,Inwood Hill Park,Salt Marsh at the Peninsula,Dog,Observed by Ranger,Domestic,DOA,0.5,Adult,Domestic,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/28/2021 02:00:00 PM,03/28/2021 02:00:00 PM,Inwood Hill Park,Payson Ave and Seaman Ave,Chicken,Public,Domestic,Healthy,1,Juvenile,Domestic;#Birds,311-05818665,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,113939
03/27/2021 04:45:00 PM,03/27/2021 04:52:00 PM,Fort Tryon Park,192 St and Bennett Ave,Animal (Unknown),Central,N/A,N/A,0.5,Adult,Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/25/2021 04:15:00 PM,03/25/2021 04:30:00 PM,Central Park,E 102nd St adjacent to the Park,Red-tailed Hawk,Public,Native,Healthy,1,Juvenile,Raptors,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/24/2021 09:08:00 AM,03/25/2021 09:30:00 AM,Morningside Park,"Parkhouse at 112th & Manhattan Ave 40.802410, -73.958978",Raccoon,Central,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,311-05780846,ACC,1,FALSE,TRUE,NA,1,FALSE,FALSE,154979
03/12/2021 03:30:00 PM,03/12/2021 03:30:00 PM,Hamilton Fish Park,Front of park,Rock Dove,Public,Native,Unhealthy,0.25,Adult,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/10/2021 08:00:00 AM,03/10/2021 08:45:00 AM,Central Park,Reservoir running path near South Pump House,Hamster,Public,Domestic,N/A,0.25,Adult,Domestic;#Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/05/2020 06:54:00 PM,02/06/2020 10:30:00 AM,Central Park,Harlem Meer,Canada Goose,Other,Native,Injured,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/04/2021 09:30:00 AM,03/04/2021 10:00:00 AM,Morningside Park,Pond,Canada Goose,Employee,Native,Injured,0.5,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/01/2021 01:30:00 PM,03/03/2021 01:45:00 PM,Inwood Hill Park,"Orange Trail, 40°52'26.4""N 73°55'26.3""W",Raccoon,Employee,Native,DOA,1.5,Adult,Small Mammals-RVS,311-05570420,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,112611
03/02/2021 09:30:00 AM,03/02/2021 11:00:00 AM,Riverside Park,Riverbank Playground,Eastern Gray Squirrel,Employee,Native,N/A,1,Adult,Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/26/2021 12:27:00 PM,02/26/2021 02:30:00 PM,Central Park,"Strawberry Fields, W 72nd St and West Dr",Eastern Gray Squirrel,Central,Native,N/A,0.5,Adult,Small Mammals-non RVS,311-05523048,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/25/2021 10:00:00 AM,02/25/2021 11:15:00 AM,Fort Tryon Park,Bennett Ave and 190th St,Chicken,Employee,Domestic,Unhealthy,1.5,Juvenile,Domestic;#Birds,311-05511980,ACC,3,FALSE,FALSE,NA,NA,FALSE,FALSE,152663
02/23/2021 01:30:00 PM,02/23/2021 01:40:00 PM,Central Park,Wollman Rink,Red-tailed Hawk,Employee,Native,Healthy,0.5,Juvenile,Raptors,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
