Date and Time of initial call,Date and time of Ranger response,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
09/08/2018 10:00:00 AM,09/08/2018 10:30:00 AM,Coffey Park,park,Eastern Gray Squirrel,Central,Native,N/A,1.5,Infant,Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/03/2018 06:11:00 PM,09/04/2018 11:49:00 AM,Prospect Park,Audubon Center/Boathouse,Mute Swan,Central,Invasive,N/A,1,Adult,Birds,1-11-612693625,Unfounded,0,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
09/03/2018 03:30:00 PM,09/03/2018 03:45:00 PM,Prospect Park,Prospect Park Audubon Center,Canada Goose,Public,Native,Injured,1,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
09/03/2018 03:30:00 PM,09/03/2018 04:00:00 PM,Shore Road Park,79th St and Shore Road,Domestic Dove,Employee,Domestic,N/A,1,Adult,Domestic;#Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/24/2018 08:37:00 PM,08/25/2018 10:15:00 AM,Prospect Park,West Drive by the lake shore Vanderbilt st,Rock Dove,Central,Native,DOA,1.5,Adult,Birds,1-1-1608627746,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/22/2018 09:00:00 AM,08/22/2018 10:00:00 AM,Cadman Plaza Park,War Memorial,Raccoon,Employee,Native,Healthy,0.5,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/16/2018 02:30:00 PM,08/17/2018 03:00:00 PM,Marine Park,S/E corner of Burnett Street and Avenue U,Eastern Gray Squirrel,Public,Native,Unhealthy,3,Infant,Small Mammals-non RVS,1-1-1605101941,Rehabilitator,4,FALSE,TRUE,Wild Bird Fund,1,FALSE,FALSE,NA
08/15/2018 03:45:00 PM,08/15/2018 03:50:00 PM,Marine Park,Burnett Street and Avenue U,Eastern Gray Squirrel,Public,Native,Healthy,0.5,Infant,Small Mammals-non RVS,NA,Relocated/Condition Corrected,4,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/09/2018 10:00:00 PM,08/10/2018 09:45:00 AM,Prospect Park,Harmony Playground,Red-tailed Hawk,Employee,Native,N/A,12,Juvenile,Raptors,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/29/2018 01:00:00 PM,07/30/2018 01:30:00 PM,McCarren Park,whole park,Red-tailed Hawk,Employee,Native,Healthy,0.5,Juvenile;#Adult,Raptors,NA,Monitored Animal,3,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
07/30/2018 09:00:00 AM,07/30/2018 10:30:00 AM,Fort Greene Park,"North East corner of park, near corner of Myrtle and St. Edwards",Cat,Employee,Domestic,Healthy,2,Adult,Domestic,1-1-1596491810,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,43984
07/17/2018 11:00:00 AM,07/17/2018 11:30:00 AM,Mellet Playground,playground,Eastern Gray Squirrel,Central,Native,DOA,1,Adult,Small Mammals-non RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/12/2018 11:15:00 AM,07/12/2018 11:30:00 AM,Prospect Park,Wellhouse Drive,Raccoon,Employee,Native,N/A,1,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/12/2018 11:00:00 AM,07/12/2018 12:00:00 PM,Prospect Park,Terrace Bridge,Raccoon,Employee,Native,Healthy,1.5,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/14/2018 01:00:00 PM,07/14/2018 01:15:00 PM,Owl's Head Park,NA,House Sparrow,Central,Native,Injured,3.5,Adult,Birds,1-11-587862230,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
07/07/2018 11:20:00 AM,07/07/2018 12:25:00 PM,Prospect Park,NA,Mallard Duck,"Conservancies/""Friends of"" Groups",Native,Injured,3.5,Adult,Birds,NA,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
