Date and Time of initial call,Date and time of Ranger response,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
06/23/2020 01:00:00 PM,06/23/2020 02:00:00 PM,Bloomingdale Park,corner of park Lenevar Ave and Ramona Ave,Rock Dove,Employee,Native,N/A,2.5,Juvenile,Birds,311-02911892,Rehabilitator,2,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
06/20/2020 10:00:00 AM,06/20/2020 10:20:00 AM,South Beach,"On the beach, nearest cross streets are Sand Lane and Father Capodanno Boulevard",Canada Goose,Employee,Native,Unhealthy,4,Adult,Birds,311-02858865,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
06/22/2020 11:20:00 AM,06/22/2020 11:28:00 AM,Willowbrook Park,"40.596277, -74.158568",Groundhog,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-non RVS,311-02897445,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,96808
06/19/2020 09:00:00 AM,06/19/2020 09:00:00 AM,Clove Lakes Park,Clove Rd. and Park Dr,Mallard Duck,Central,Native,N/A,0.75,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/18/2020 02:00:00 PM,06/18/2020 02:00:00 PM,Willowbrook Park,Along walking path 100m from the parking lot.,Domestic Duck,Public,Domestic,Healthy,0.5,Adult,Birds,NA,Monitored Animal,3,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/16/2020 05:50:00 PM,06/16/2020 05:00:00 PM,Allison Pond Park,"on trail by ampitheatre, GPS coordinates: 40.6370653, -74.1015242",Raccoon,Observed by Ranger,Native,Unhealthy,3,Adult,Small Mammals-RVS,31102801304,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,96442
06/16/2020 02:30:00 PM,06/16/2020 02:30:00 PM,Blue Heron Park,Poillon Ave next to Spring Pond,Painted Turtle,Observed by Ranger,Native,Healthy,0.25,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
06/14/2020 04:00:00 PM,06/14/2020 05:00:00 PM,Willowbrook Park,park,Red-eared Slider,Employee,Invasive,Injured,1,Adult,Terrestrial Reptile or Amphibian,31102773096,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,96304
06/14/2020 04:15:00 PM,06/14/2020 04:15:00 PM,Willowbrook Park,Eton Pl.,Red-eared Slider,Public,Invasive,Injured,1.5,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/11/2020 11:30:00 AM,06/11/2020 11:30:00 AM,Brookfield Park,Gutter along east mound.,Diamondback Terrapin,Observed by Ranger,Native,Healthy,0.15,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/11/2020 09:30:00 AM,06/11/2020 10:30:00 AM,Clove Lakes Park,Brooks Lake,Mallard Duck,Public,Native,Injured,0.75,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
06/11/2020 10:00:00 AM,06/13/2020 11:00:00 AM,Clove Lakes Park,Brook's Pond,Mallard Duck,Central,Native,Injured,0.25,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,NA,FALSE,FALSE,NA
06/11/2020 05:00:00 PM,06/11/2020 05:00:00 PM,Blue Heron Park,Blue Heron Nature Center,Common Snapping Turtle,Public,Native,Injured,2,Juvenile,Terrestrial Reptile or Amphibian,311-02739121,Rehabilitator,1,FALSE,FALSE,Sean Casey Animal Rescue,NA,FALSE,FALSE,NA
05/04/2020 10:00:00 AM,05/04/2020 10:00:00 AM,Westerleigh Park,on victory blvd. & Jewett ave.,Red-tailed Hawk,Public,Native,DOA,1,Adult,Raptors,NA,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/03/2020 10:00:00 AM,05/04/2020 11:00:00 AM,Westerleigh Park,On Victory Blvd. & Westcott Blvd.,Red-tailed Hawk,Public,Native,DOA,1.25,Adult,Raptors,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
04/20/2020 09:30:00 AM,04/20/2020 09:30:00 AM,Stapleton Esplanade,On street next to Stapleton Esplanade,Canada Goose,Observed by Ranger,Native,DOA,0.15,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/25/2020 05:00:00 PM,05/25/2020 05:00:00 PM,Brookfield Park,On eastern mound in the gutter.,Red-eared Slider,Observed by Ranger,Invasive,Healthy,0.1,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,NA,FALSE,FALSE,NA
06/06/2020 11:00:00 AM,06/06/2020 11:00:00 AM,Blue Heron Park,Nature Center parking lot,Common Snapping Turtle,Observed by Ranger,Native,Healthy,0.25,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/30/2020 09:40:00 AM,05/30/2020 10:00:00 AM,High Rock Park,Parking lot at Nevada Avenue,Raccoon,Employee,Native,N/A,0.75,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/03/2020 03:10:00 PM,06/03/2020 03:10:00 PM,Willowbrook Park,Richmond Avenue Entrance,Common Snapping Turtle,Observed by Ranger,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/29/2020 08:30:00 PM,05/30/2020 09:00:00 AM,Blue Heron Park,Butterfly Pond,White-tailed Deer,Other,Native,N/A,1,Adult,Deer,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/29/2020 03:00:00 PM,05/29/2020 03:00:00 PM,Blue Heron Park,Spring Pond,Diamondback Terrapin,Observed by Ranger,Native,Unhealthy,2.5,Juvenile,Terrestrial Reptile or Amphibian,311-02614809,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
05/28/2020 08:20:00 AM,05/28/2020 09:00:00 AM,Clove Lakes Park,Lake by Ice Skating Rink and Victory Boulevard,Domestic Duck,Employee,Domestic,Healthy,2,Juvenile,Birds,311-02602549,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,94948
05/26/2020 02:30:00 PM,05/26/2020 03:30:00 PM,Clove Lakes Park,In the lake across from the basketball hoops,Canada Goose,Public,Native,Injured,1,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,1,FALSE,FALSE,NA
05/25/2020 12:30:00 PM,05/25/2020 02:00:00 PM,South Beach Wetlands,south beach parking lot 3,Rock Dove,Public,Native,Injured,2,Infant,Birds,31102572133,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
05/24/2020 10:20:00 AM,05/24/2020 10:21:00 AM,Wolfe's Pond Park,Beach area by trailer bathrooms,Domestic Dove,Employee,Domestic,Healthy,0.5,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
05/23/2020 06:40:00 PM,05/23/2020 06:41:00 PM,Clove Lakes Park,Martling Pond Dam,Mallard Duck,Public,Native,Healthy,0.25,Infant,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/23/2020 06:00:00 PM,05/23/2020 06:05:00 PM,Clove Lakes Park,Field behind basketball courts,Canada Goose,Observed by Ranger,Native,N/A,0.5,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
05/21/2020 06:00:00 PM,05/21/2020 06:05:00 PM,Blue Heron Park,Spring Pond,Turtle (Unknown),Employee,Native,N/A,0.5,Adult,Terrestrial Reptile or Amphibian,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/19/2020 01:30:00 PM,05/19/2020 02:00:00 PM,Clove Lakes Park,Clove Lake across from Stone Henge towards the Victory Boulevard side.,Canada Goose,Employee,Native,Injured,0.5,Adult,Birds,NA,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/19/2020 12:20:00 PM,05/19/2020 12:22:00 PM,Silver Lake Park,Silver Lake Park Dr,Common Snapping Turtle,Public,Native,Healthy,0.25,Juvenile,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
05/16/2020 12:50:00 PM,05/16/2020 12:55:00 PM,LaTourette Park & Golf Course,"Richmond Richmond town , Richmond Road by the creek",Canada Goose,Central,Native,Healthy,0.75,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.15,FALSE,FALSE,NA
05/13/2020 01:55:00 PM,05/13/2020 02:06:00 PM,Snug Harbor Cultural Center,"Behind the Children's Museum in small parking lot (40.642970, -74.102304)",Raccoon,Employee,Native,Unhealthy,5,Juvenile,Small Mammals-RVS,311-02548191,ACC,1,FALSE,TRUE,NA,1,FALSE,FALSE,NA
05/09/2020 05:30:00 PM,05/09/2020 06:00:00 PM,High Rock Park,Maintenance & Operations office,Canada Goose,Employee,Native,Healthy,2,Juvenile,Birds,311-02426528,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
05/02/2020 03:00:00 PM,05/02/2020 03:00:00 PM,Willowbrook Park,In the park supervisor's office,Bird (Unknown),Central,Native,Healthy,1,Infant,Birds,3-11-02362700,ACC,2,FALSE,FALSE,NA,NA,FALSE,FALSE,"93463, 93464"
04/27/2020 09:30:00 AM,04/27/2020 11:00:00 AM,Willowbrook Park,Storage container in Eton Place parking lot,Guinea Pig,Employee,Domestic,Healthy,1,Adult,Small Mammals-non RVS,NA,Relocated/Condition Corrected,2,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/26/2020 12:00:00 PM,04/26/2020 01:45:00 PM,Snug Harbor Cultural Center,"Cottage Row, between the Rose Garden and Chinese Scholar Garden",Raccoon,Employee,Native,N/A,1.25,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/26/2020 12:00:00 AM,04/26/2020 11:00:00 AM,Willowbrook Park,Parking Lot,Guinea Pig,Employee,Domestic,Healthy,0.5,Juvenile;#Adult,Small Mammals-non RVS,3-11-02318246,ACC,4,FALSE,FALSE,NA,NA,FALSE,FALSE,"93059, 93060, 93061, 93062"
04/24/2020 12:30:00 PM,04/24/2020 12:30:00 PM,Willowbrook Park,Walking path adjacent to the lake,Domestic Duck,Other,Domestic,Healthy,1,Juvenile,Birds,31102304039,ACC,3,FALSE,FALSE,NA,NA,FALSE,FALSE,"92906, 92907, 9908"
04/23/2020 10:00:00 AM,04/23/2020 10:00:00 AM,Clove Lakes Park,Martling's Lake near where we launch canoes,Domestic Duck,Other,Domestic,Healthy,1.5,Juvenile,Domestic,NA,ACC,2,FALSE,FALSE,NA,NA,FALSE,FALSE,92861
04/21/2020 11:33:00 AM,04/21/2020 11:38:00 AM,Franklin D. Roosevelt Boardwalk and Beach,"Midland Beach, by the jetty off Father Capodanno Blvd and Midland Ave",Gray Seal,Employee,Native,Healthy,1,Juvenile,Marine Mammals-seals only,NA,Monitored Animal,1,FALSE,TRUE,NA,NA,FALSE,FALSE,NA
04/19/2020 03:00:00 PM,04/19/2020 03:05:00 PM,Alice Austen Park,Buono Beach next to Alice Austen Park,Seal (Unknown),Central,Native,DOA,0.5,Adult,Marine Mammals-seals only,NA,Relocated/Condition Corrected,1,FALSE,FALSE,Atlantic Marine Conservation Society,NA,FALSE,FALSE,NA
04/11/2020 11:30:00 AM,04/11/2020 11:40:00 AM,Franklin D. Roosevelt Boardwalk and Beach,Beach by fishing pier,Northern Gannet,Employee,Native,Unhealthy,1.5,Adult,Birds,311-02210342,ACC,1,TRUE,FALSE,NA,NA,FALSE,FALSE,92326
04/07/2020 10:00:00 AM,04/07/2020 10:15:00 AM,Greenbelt Native Plant Center,"Behind office, on top of concrete blocks 40.596241, -74.181663",Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-02184584,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,92113
04/05/2020 01:00:00 PM,04/05/2020 01:10:00 PM,Wolfe's Pond Park,At memorial,Mourning Dove,Employee,Native,Unhealthy,0.5,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
04/05/2020 08:45:00 AM,04/05/2020 09:00:00 AM,Ocean Breeze Track & Field Athletic Complex,Stairs facing Father Capodanno,Virginia Opossum,Employee,Native,Healthy,1,Juvenile,Small Mammals-non RVS,NA,Monitored Animal,1,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
04/04/2020 03:15:00 PM,04/04/2020 03:30:00 PM,Clove Lakes Park,"Near Martling Pond 40.621666, -74.115607",Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-02168188,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,92044
03/29/2020 12:00:00 AM,03/29/2020 12:30:00 PM,Tompkinsville Park,"Under a police van in Tompkinsville Park, On the corner of Victory and Bay Street 40.6377418, -74.0767745",Raccoon,Employee,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,31102131238,ACC,1,TRUE,FALSE,NA,NA,FALSE,FALSE,123058
03/28/2020 05:20:00 PM,03/28/2020 05:20:00 PM,Lemon Creek Park,On beach near tiki head,Seal (Unknown),Central,Native,Healthy,1,Adult,Marine Mammals-seals only,311-02127642,Monitored Animal,1,FALSE,TRUE,NA,0.5,TRUE,FALSE,NA
03/22/2020 01:15:00 PM,03/29/2020 01:45:00 AM,Clove Lakes Park,"Intersection of Clove Rd. and Park Dr (by entrance) 40°37'08.1""N 74°06'22.8""W",Raccoon,Employee,Native,Injured,1.5,Adult,Small Mammals-RVS,3-11-02094683,ACC,1,FALSE,TRUE,NA,0.1,FALSE,FALSE,91537
03/16/2020 03:07:00 PM,03/16/2020 03:20:00 PM,Allison Pond Park,"On bridge closer to Brentwood Ave 40.637841,-74.102070",Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,311-02057709,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,91213
03/16/2020 02:40:00 PM,03/16/2020 02:45:00 PM,High Rock Park,"Walker Pond Luigi Ct and Enfield place 40.577521,-74.125083",Raccoon,Employee,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,311-02057709,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,91212
03/13/2020 03:45:00 PM,03/13/2020 04:20:00 PM,Silver Lake Park,Behind fence around reservoir near Park Drive and Victory Blvd.,Raccoon,Public,Native,N/A,0.5,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
03/09/2020 08:20:00 AM,03/09/2020 08:35:00 AM,Bunker Ponds Park,"Sidewalk (40.524248, -74.185237)",White-tailed Deer,Employee,Native,DOA,0.5,Adult,Deer,311-02003551,Monitored Animal,1,FALSE,FALSE,NA,NA,TRUE,FALSE,NA
03/08/2020 03:45:00 PM,03/08/2020 03:55:00 PM,Seaside Wildlife Nature Park,Playground,Mute Swan,Employee,Invasive,Unhealthy,1.75,Adult,Birds,311-02000052,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,90563
03/03/2020 10:30:00 AM,03/03/2020 11:30:00 AM,Clove Lakes Park,"Maintenance garage 40.6207175,-74.1188491,20.04z",Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,311-01962217,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,89985
02/29/2020 12:00:00 PM,02/29/2020 12:15:00 PM,Goodhue Park,Near ballfield,Raccoon,Employee,Native,Unhealthy,4,Adult,Small Mammals-RVS,3-11-01942434,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,89722
02/28/2020 02:30:00 PM,02/28/2020 03:00:00 PM,High Rock Park,In the ravine near Nevada Ave. and Rockland Ave.,White-tailed Deer,Public,Native,N/A,0.5,Juvenile,Deer,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/27/2020 11:30:00 AM,02/27/2020 01:00:00 PM,Great Kills Park,Cedar Grove Beach,Loon (Unknown),Employee,Native,DOA,1,Adult,Birds,311-01928032,Advised/Educated others,2,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/27/2020 11:30:00 AM,02/27/2020 12:30:00 PM,Franklin D. Roosevelt Boardwalk and Beach,South Beach Clay Compound,Domestic Duck,Employee,Domestic,DOA,1,Adult,Birds,311-01928032,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/24/2020 11:35:00 AM,02/24/2020 12:05:00 PM,Clove Lakes Park,Victory and Clove road between ice skating rink and ball field,Canada Goose,Employee,Native,N/A,1.25,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/20/2020 05:00:00 PM,02/20/2020 05:15:00 PM,Ocean Breeze Track & Field Athletic Complex,Near rear horse penn of riding arena,Striped Skunk,Employee,Native,Injured,2.25,Juvenile,Small Mammals-RVS,311-01881375,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,89010
02/19/2020 10:30:00 AM,02/19/2020 11:00:00 AM,Clove Lakes Park,"On the baseball field, behind the bathrooms at Clove road and Park drive. @40.618237, -74.1068152",Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-01871199,ACC,1,TRUE,FALSE,NA,NA,FALSE,FALSE,88858
02/17/2020 10:50:00 AM,02/17/2020 12:00:00 AM,Silver Lake Park,"On grass near path closest to Forest Avenue and Silver Lake Park Road - 40°37'51.1""N 74°05'41.1""W",Raccoon,Employee,Native,Healthy,0.75,Adult,Small Mammals-RVS,NA,Advised/Educated others,1,FALSE,TRUE,NA,0.75,FALSE,FALSE,NA
02/14/2020 11:20:00 AM,02/14/2020 11:45:00 AM,Allison Pond Park,"Prospect Ave and Brentwood Ave 40.6385, -74.1029",Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-01836803,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,88521
02/12/2020 12:00:00 PM,02/12/2020 12:20:00 PM,Bloomingdale Park,In woods close to construction site for turf fields and playground,Red-tailed Hawk,Employee,Native,Injured,3,Juvenile,Raptors,311-01822897,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,NA,FALSE,FALSE,NA
02/10/2020 09:40:00 AM,02/10/2020 09:50:00 AM,Wolfe's Pond Park,In women's bathroom,Raccoon,Employee,Native,Healthy,0.15,Juvenile,Small Mammals-RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/03/2020 03:23:00 PM,02/03/2020 03:30:00 PM,Clove Lakes Park,Royal Oak by circle,Domestic Rabbit,Employee,Domestic,N/A,1.5,Adult,Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
02/02/2020 09:15:00 AM,02/02/2020 09:55:00 AM,Midland Beach,Men's bathroom Lot 4,Raccoon,Employee,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,3-11-01751130,ACC,1,FALSE,TRUE,NA,2,FALSE,FALSE,87659
01/31/2020 02:30:00 PM,01/31/2020 03:30:00 PM,Willowbrook Park,Pond,Domestic Goose,Employee,Domestic,N/A,0.5,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/30/2020 04:15:00 PM,01/30/2020 04:30:00 PM,Clove Lakes Park,Borough Office,Raccoon,Employee,Native,N/A,1,Adult,Small Mammals-RVS,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
01/29/2020 03:30:00 PM,01/29/2020 03:45:00 PM,Clove Lakes Park,Borough Office,Eastern Gray Squirrel,Employee,Native,N/A,0.25,Adult,Small Mammals-non RVS,NA,Unfounded,0,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
01/27/2020 04:00:00 PM,01/27/2020 04:30:00 PM,Wolfe's Pond Park,Hylan Boulevard in middle of street,White-tailed Deer,Employee,Native,DOA,0.75,Adult,Deer,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/27/2020 03:10:00 PM,01/27/2020 03:13:00 PM,High Rock Park,Near Walker Pond. behind Kayla Court,White-tailed Deer,Public,Native,Injured,0.75,Adult,Deer,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/28/2020 11:00:00 AM,01/28/2020 11:30:00 AM,Willowbrook Park,Unknown,Canada Goose,Central,Native,Injured,0.5,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/24/2020 01:16:00 PM,01/24/2020 01:20:00 PM,Seaside Wildlife Nature Park,Pilings out in the water across the playground,Bird (Unknown),Employee,Native,N/A,0.75,Adult,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/22/2020 09:55:00 AM,01/22/2020 10:15:00 AM,LaTourette Park & Golf Course,Bucks Hollow Esther Depew Street and London Road,White-tailed Deer,Central,Native,DOA,1.5,Adult,Deer,311-01669585,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/20/2020 02:15:00 PM,01/20/2020 02:15:00 PM,Willowbrook Park,Park path,Canada Goose,Observed by Ranger,Native,Healthy,0.25,Adult,Birds,NA,Monitored Animal,2,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/15/2020 12:00:00 AM,01/15/2020 12:05:00 AM,William T Davis Wildlife Refuge,Signs Road and Victory Boulevard,Seal (Unknown),Employee,Native,Healthy,2,Adult,Marine Mammals-seals only,NA,Relocated/Condition Corrected,1,TRUE,TRUE,NA,1.5,TRUE,FALSE,NA
01/15/2020 10:00:00 AM,01/15/2020 10:20:00 AM,LaTourette Park & Golf Course,Historic Richmond town at Richmond Road and Arthur Kill road,Canada Goose,Employee,Native,Healthy,1,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
01/14/2020 03:50:00 PM,01/14/2020 04:00:00 PM,William T. Davis Wildlife Refuge,Signs Road and Victory Boulevard,Seal (Unknown),Employee,Native,Healthy,1.5,Adult,Marine Mammals-seals only,NA,Monitored Animal,1,TRUE,FALSE,NA,NA,TRUE,FALSE,NA
01/14/2020 11:25:00 AM,01/14/2020 11:26:00 AM,Willowbrook Park,Willowbrook Park Comfort Station,Eastern Gray Squirrel,Employee,Native,Injured,1.25,Adult,Small Mammals-non RVS,311-01610663,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/14/2020 10:20:00 AM,01/14/2020 10:28:00 AM,Willowbrook Park,Willowbrook Park Pond,Canada Goose,Central,Native,N/A,0.5,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,1,FALSE,FALSE,NA
01/12/2020 10:40:00 AM,01/12/2020 10:40:00 AM,Willowbrook Park,Pond,Canada Goose,Observed by Ranger,Native,Healthy,0.5,Adult,Birds,NA,Monitored Animal,2,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
01/10/2020 12:00:00 PM,01/11/2020 10:00:00 AM,Willowbrook Park,"White Trail, nearest cross-streets Ashworth Avenue and Shirra Avenue",White-tailed Deer,Central,Native,DOA,1.25,Adult,Deer,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/10/2020 12:00:00 PM,01/10/2020 12:30:00 PM,Willowbrook Park,"White Trail, Ashworth Ave and Shirra Ave",White-tailed Deer,Central,Native,N/A,1.5,Adult,Deer,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/09/2020 03:20:00 PM,01/09/2020 03:20:00 PM,Willowbrook Park,Edge of pond by comfort station,Canada Goose,Observed by Ranger,Native,Healthy,0.25,Adult,Birds,NA,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
01/04/2020 11:00:00 AM,01/04/2020 11:30:00 AM,Von Briesen Park,"On fence, GPS 40.6071933,-74.0586153",Raccoon,Employee,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,311-015-33249,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,85393
12/22/2019 03:45:00 PM,12/22/2019 03:50:00 PM,Blue Heron Park,Amboy Rd and Booth ave,White-tailed Deer,Public,Native,Injured,0.5,Adult,Deer,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
12/22/2019 09:45:00 AM,12/22/2019 10:00:00 AM,Seaside Wildlife Nature Park,Beside entrance on Nelson Avenue,Mute Swan,Employee,Invasive,Injured,1,Juvenile,Birds,3-11-01442982,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,84498
12/20/2019 10:00:00 AM,12/20/2019 10:30:00 AM,Midland Beach,"Zone 4, GPS approx 40.5753, -74.0808",Minke Whale,Other,Native,DOA,8,Adult,"Marine Mammals-whales, Dolphin",311-01427437,Advised/Educated others,1,TRUE,FALSE,NA,NA,FALSE,FALSE,NA
12/17/2019 12:30:00 PM,12/17/2019 12:40:00 PM,Clove Lakes Park,Brook's Pond,Snow Goose,Employee,Native,Healthy,1.25,Adult;#Juvenile,Birds,NA,Monitored Animal,20,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
12/06/2019 12:00:00 AM,12/14/2019 10:30:00 AM,Brookfield Park,Between the east mound and Arthur Kill Road,White-tailed Deer,Employee,Native,Injured,0.5,Adult,Deer,NA,Unfounded,0,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
12/06/2019 03:00:00 PM,12/15/2019 12:00:00 AM,Brookfield Park,Patrolled East & West Mounds,White-tailed Deer,Public,Native,Injured,0.5,Adult,Deer,NA,Unfounded,0,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
12/11/2019 12:00:00 PM,12/11/2019 12:00:00 PM,Blue Heron Park,Blue Heron Nature Center,House Sparrow,Observed by Ranger,Native,Injured,1,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,1,FALSE,FALSE,NA
12/13/2019 10:00:00 AM,12/13/2019 10:30:00 AM,Clove Lakes Park,next to Staten island borough office,Eastern Gray Squirrel,Employee,Native,Unhealthy,0.5,Adult,Small Mammals-non RVS,311-01365768,Relocated/Condition Corrected,1,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
12/12/2019 01:05:00 PM,12/12/2019 01:30:00 PM,Brookfield Park,Arthur Kill Road & Greaves avenue,White-tailed Deer,Employee,Native,Injured,4,Adult,Deer,311-01365768,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,TRUE,NA
12/10/2019 10:00:00 AM,12/10/2019 10:05:00 AM,Blue Heron Park,Jansen Street and Koch Boulevard,White-tailed Deer,Other,Native,Injured,1.25,Adult,Deer,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
12/06/2019 11:00:00 AM,12/06/2019 01:00:00 PM,Blue Heron Park,Woods behind Newton Street in the park,Raccoon,Public,Native,Unhealthy,1,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
