Date and Time of initial call,Date and time of Ranger response,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
10/31/2020 12:15:00 PM,10/31/2020 12:40:00 PM,Wolfe's Pond Park,Wolfes Pond Park Beach,Herring Gull,Employee,Native,Injured,0.75,Adult,Birds,311-04458651,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/30/2020 12:30:00 PM,10/30/2020 01:30:00 PM,Clove Lakes Park,Martling Pond,Domestic Duck,Other,Domestic,Healthy,1.25,Adult,Birds,NA,Monitored Animal,2,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/28/2020 12:00:00 PM,10/28/2020 12:00:00 PM,Blue Heron Park,Blue Heron Nature Center,Pine Siskin,Observed by Ranger,Native,Injured,0.75,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/26/2020 11:40:00 AM,10/26/2020 12:03:00 PM,Midland Playground,Playground,White-tailed Deer,Employee,Native,Healthy,1,Adult,Deer,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/25/2020 08:30:00 AM,10/25/2020 09:25:00 AM,Wolfe's Pond Park,Maintenance Office,House Sparrow,Employee,Native,Healthy,1.25,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/24/2020 02:30:00 PM,10/24/2020 02:30:00 PM,Brookfield Park,In gutters of East Mound,Snake (Unknown),Observed by Ranger,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,5,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/24/2020 02:00:00 PM,10/24/2020 02:00:00 PM,Conference House Park,Parking lot,Virginia Opossum,Employee,Native,Healthy,1.5,Adult,Small Mammals-non RVS,311-04388267,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/23/2020 04:00:00 PM,10/23/2020 04:05:00 PM,Greenbelt Nature center,Greenbelt Nature center,Canada Goose,Employee,Native,Healthy,1.25,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/23/2020 12:30:00 PM,10/23/2020 12:30:00 PM,Blue Heron Park,Blue Heron Nature Center,Pine Siskin,Observed by Ranger,Native,Injured,0.25,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/20/2020 12:00:00 PM,10/20/2020 12:00:00 PM,Blue Heron Park,Blue Heron Nature Center,White-throated Sparrow,Observed by Ranger,Native,Injured,0.75,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/15/2020 12:45:00 PM,10/15/2020 01:00:00 PM,Clove Lakes Park,In pond near Martling Ave,Mallard Duck,Public,Native,Injured,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/13/2020 01:30:00 PM,10/13/2020 02:25:00 PM,Clove Lakes Park,Martlings Pond,Domestic Duck,Employee,Domestic,N/A,1.5,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/10/2020 03:00:00 PM,10/10/2020 03:30:00 PM,Clove Lakes Park,Bridle Path,Great Blue Heron,Employee,Native,N/A,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/09/2020 09:45:00 AM,10/09/2020 10:45:00 AM,Midland Playground,Midland playground,Muskrat,Employee,Native,Healthy,1,Adult,Small Mammals-non RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/09/2020 12:00:00 PM,10/09/2020 01:00:00 PM,Willowbrook Park,maintenance facility at entrance,Domestic Duck,Employee,Domestic,Healthy,1.75,Adult,Birds,311-04234286,ACC,4,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/03/2020 01:45:00 PM,10/03/2020 01:50:00 PM,Blue Heron Park,"near the Spring Pond bridge, GPS 40.529311, -74.176272",Raccoon,Public,Native,DOA,0.25,Adult,Small Mammals-RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/05/2020 03:05:00 PM,10/06/2020 10:12:00 AM,Reed's Basket Willow Swamp Park,Entrance of trail at Forest Road,Snake (Unknown),Employee,Exotic,N/A,1.75,Adult,Terrestrial Reptile or Amphibian,NA,Unfounded,0,FALSE,TRUE,NA,1.25,FALSE,FALSE,NA
10/05/2020 02:10:00 PM,10/05/2020 02:21:00 PM,High Rock Park,Yellow Trail,Wood Thrush,Employee,Native,Injured,2.25,Adult,Birds,311-04193719,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,104407
10/04/2020 12:15:00 PM,10/04/2020 12:16:00 PM,Blue Heron Park,Blue Heron Nature Center,Gray Catbird,Public,Native,Injured,1.5,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
10/02/2020 08:20:00 PM,10/03/2020 09:00:00 AM,Snug Harbor Cultural Center,"By the Hendersen Avenue entrance.  GPS 40.639565, -74.103314",Raccoon,Employee,Native,DOA,2.25,Adult,Small Mammals-RVS,311-04158842,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
10/01/2020 02:00:00 PM,10/01/2020 02:00:00 PM,Blue Heron Park,Spring Pond,Eastern Gray Squirrel,Observed by Ranger,Native,Unhealthy,1,Juvenile,Small Mammals-non RVS,311-04146961,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,104115
09/29/2020 02:45:00 PM,09/29/2020 03:00:00 PM,Blue Heron Park,Blue Heron Nature Center,Domestic Duck,Public,Domestic,Healthy,1.25,Juvenile,Birds,NA,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,103921
09/28/2020 08:15:00 AM,09/28/2020 08:20:00 AM,Blue Heron Park,Blue Heron Nature Center,Common Snapping Turtle,Observed by Ranger,Native,Healthy,0.25,Infant,Terrestrial Reptile or Amphibian,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/24/2020 04:45:00 PM,09/24/2020 12:00:00 AM,Silver Lake Park,In tennis court,Eastern Gray Squirrel,Employee,Native,Healthy,1.5,Juvenile,Small Mammals-non RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/20/2020 01:30:00 PM,09/20/2020 01:35:00 PM,Green street,N. Bridge Street and Veterans Road West,Chicken,Employee,Domestic,Injured,0.75,Adult,Birds,311-04028684,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,10332
09/19/2020 02:40:00 PM,09/19/2020 03:00:00 PM,Clove Lakes Park,Near FDNY building,Raccoon,Employee,Native,DOA,0.75,Adult,Small Mammals-RVS,NA,Relocated/Condition Corrected,1,TRUE,FALSE,NA,NA,FALSE,FALSE,NA
09/18/2020 07:06:00 PM,09/19/2020 09:00:00 AM,Wolfe's Pond Park,Near pond,Virginia Opossum,Other,Native,Unhealthy,0.5,Adult,Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/14/2020 01:30:00 PM,09/14/2020 01:34:00 PM,Bloomingdale Park,Soccer field construction site,Herring Gull,Central,Native,Unhealthy,4.5,Juvenile,Birds,311-03958789,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
09/15/2020 08:45:00 AM,09/15/2020 08:50:00 AM,Owl Hollow Fields,soccer fields,Striped Skunk,Central,Native,Injured,1,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/14/2020 11:25:00 AM,09/14/2020 11:30:00 AM,Clove Lakes Park,stone bridge next to Stone House Restaurant  in the park,Great Blue Heron,Central,Native,Healthy,2.25,Juvenile,Birds,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/13/2020 05:46:00 PM,09/13/2020 05:47:00 PM,Blue Heron Park,Harold ave and Koch blvd,Dog,Public,Domestic,N/A,0.25,Adult,Domestic,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/13/2020 10:20:00 AM,09/13/2020 12:50:00 PM,Brookfield Park,employee parking lot,Domestic Rabbit,Employee,Domestic,N/A,2.25,Juvenile,Small Mammals-non RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/13/2020 11:10:00 AM,09/13/2020 11:35:00 AM,Eibs Pond Park,Park Hill Ave and Hanover Ave,Domestic Duck,Central,Domestic,Unhealthy,1.5,Infant,Birds,311-03945550,ACC,2,FALSE,FALSE,NA,NA,FALSE,FALSE,102779 and 102780
09/12/2020 11:00:00 AM,09/12/2020 11:00:00 AM,Clove Lakes Park,stream from Clove Lake,Great Blue Heron,Public,Native,Unhealthy,4.5,Adult,Birds,311-03933509,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
09/11/2020 08:00:00 PM,09/12/2020 08:30:00 AM,Clove Lakes Park,Near Victory Blvd.,Great Blue Heron,Other,Native,Injured,2,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/11/2020 04:20:00 PM,09/12/2020 09:00:00 AM,Jones Woods Park,Near hill,Wild Turkey,Public,Native,Injured,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/11/2020 04:20:00 PM,09/11/2020 04:40:00 PM,Jones Woods Park,Lafayette Ave and Brighton Street,Wild Turkey,Public,Native,Injured,1.5,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/10/2020 10:30:00 AM,09/10/2020 10:30:00 AM,Clove Lakes Park,On log near stone house bridge,Great Blue Heron,Public,Native,Injured,0.5,Juvenile,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
09/09/2020 04:15:00 PM,09/09/2020 04:30:00 PM,Snug Harbor Cultural Center,By white garden,White-tailed Deer,Central,Native,Injured,4,Infant,Deer,311-03900739,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,102548
09/09/2020 08:00:00 AM,09/09/2020 08:25:00 AM,Clove Lakes Park,Boat launch,Great Blue Heron,Public,Native,Injured,1.25,Juvenile,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
09/03/2020 03:00:00 PM,09/03/2020 03:15:00 PM,Ocean Breeze Track & Field Athletic Complex,Across street near guardrail,Wild Turkey,Employee,Native,DOA,0.5,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
09/03/2020 02:00:00 PM,09/03/2020 02:00:00 PM,High Rock Park,Altamount House,Snake (Unknown),Employee,Native,N/A,0.5,Adult,Terrestrial Reptile or Amphibian,NA,Unfounded,0,TRUE,FALSE,NA,NA,FALSE,FALSE,NA
09/02/2020 10:00:00 AM,09/02/2020 10:36:00 AM,Wolfe's Pond Park,Field,Canada Goose,Employee,Native,Injured,1.25,Adult,Birds,NA,Monitored Animal,1,FALSE,TRUE,NA,0.5,FALSE,FALSE,NA
09/01/2020 01:45:00 PM,09/01/2020 02:20:00 PM,Willowbrook Park,At Comfort Station M&O Office,Domestic Duck,Employee,Domestic,Injured,1.25,Infant,Birds,311-03810761,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,102003
08/29/2020 01:40:00 PM,08/29/2020 01:50:00 PM,Freshkills Park,Near the visitors center trailer,Red-tailed Hawk,Employee,Native,Unhealthy,4.25,Juvenile,Raptors,311-03775661,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
08/27/2020 02:00:00 PM,08/27/2020 02:50:00 PM,Ocean Breeze Park,retention pond near the track,Canada Goose,Employee,Native,Unhealthy,2,Adult,Birds,311-03755381,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,101634
08/27/2020 09:50:00 AM,08/27/2020 09:50:00 AM,Clove Lakes Park,Northwest side of Brooks Pond,Mallard Duck,Central,Native,Injured,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/27/2020 02:30:00 PM,08/27/2020 03:15:00 PM,Clove Lakes Park,Brooks' Pond by snow fencing,Mallard Duck,Central,Native,DOA,1,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/26/2020 10:05:00 AM,08/26/2020 10:08:00 AM,Ocean Breeze Park,Horse stable,Chicken,Employee,Domestic,Healthy,2.25,Adult,Birds,311-03743450,ACC,2,TRUE,FALSE,NA,NA,FALSE,FALSE,101512
08/26/2020 09:30:00 AM,08/26/2020 09:30:00 AM,Willowbrook Park,in the park office,Domestic Duck,Employee,Domestic,Injured,1.5,Juvenile,Birds,311-03741094,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,101502
08/17/2020 07:30:00 PM,08/18/2020 10:41:00 AM,Willowbrook Park,Willowbrook Park by the pond,Domestic Duck,Employee,Domestic,Unhealthy,0.75,Infant,Birds,311-03651416,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,100824
08/15/2020 09:16:00 PM,08/16/2020 10:00:00 AM,Silver Lake Park,Baseball field on Lakewood road,Wild Turkey,Other,Native,Injured,1,Infant,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/14/2020 09:00:00 AM,08/14/2020 09:30:00 AM,Wolfe's Pond Park,Picnic Tables,Canada Goose,Employee,Native,Injured,1,Adult,Birds,311-03602386,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/12/2020 03:00:00 PM,08/12/2020 04:00:00 PM,Lemon Creek Park,beach,Canada Goose,Employee,Native,Unhealthy,2.75,Adult,Birds,311-03594256,Relocated/Condition Corrected,1,TRUE,FALSE,NA,NA,FALSE,FALSE,NA
08/12/2020 09:50:00 AM,08/12/2020 11:30:00 AM,Lemon Creek Park,"Beach between marina and fishing pier, crossstreets Johnston Terr and Bayview Ave",Loggerhead Sea Turtle,Employee,Native,DOA,2,Adult,Marine Reptiles,311-03581049,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/11/2020 12:06:00 PM,08/11/2020 01:20:00 PM,Conference House Park,Beach,Osprey,Employee,Native,DOA,1.5,Adult,Raptors,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/09/2020 06:19:00 PM,08/09/2020 06:20:00 PM,Brookfield Park,"East mound, pond by Corban st",Canada Goose,Public,Native,N/A,1,Adult,Birds,NA,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/07/2020 02:30:00 PM,08/07/2020 01:30:00 PM,Ocean Breeze Track & Field Athletic Complex,Complex parking lot,Double-crested Cormorant,Employee,Native,Unhealthy,0.5,Adult,Birds,311-03513603,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,100091
08/05/2020 09:20:00 AM,08/05/2020 09:25:00 AM,Ocean Breeze Track & Field Athletic Complex,near the retention ponds next to the track,Canada Goose,Employee,Native,DOA,1.25,Adult,Birds,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/05/2020 08:45:00 AM,08/05/2020 09:15:00 AM,Clove Lakes Park,Double bridge waterfall between creek and Clove Lake,Great Blue Heron,Public,Native,N/A,2,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
08/02/2020 06:02:00 PM,08/02/2020 06:18:00 PM,Silver Lake Park,Victory Boulevard and Forest Avenue,Great Blue Heron,Central,Native,N/A,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/30/2020 03:45:00 PM,07/30/2020 03:45:00 PM,Willowbrook Park,"Pond, near the park house",Canada Goose,Public,Native,Injured,1.5,Adult,Birds,311-03388473,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,99544
07/30/2020 10:00:00 AM,07/30/2020 10:15:00 AM,Historic Richmondtown,Near beaver lodge site,Canada Goose,Public,Native,Injured,1.25,Adult,Birds,311-03385037,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,99476
07/29/2020 11:30:00 AM,07/29/2020 12:00:00 PM,Franklin D. Roosevelt Boardwalk and Beach,Bocce Courts,Double-crested Cormorant,Employee,Native,Unhealthy,1,Adult,Birds,311-03375714,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/28/2020 01:35:00 PM,07/28/2020 01:45:00 PM,Owl Hollow Fields,Entrance,Striped Skunk,Central,Native,N/A,0.5,Adult;#Juvenile,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/28/2020 10:45:00 AM,07/28/2020 10:50:00 AM,Clove Lakes Park,"40.626737, -74.122365 on the park path Brook's Pond side, Clove Road and Forest Avenue",Raccoon,Employee,Native,Unhealthy,3,Adult,Small Mammals-RVS,311-03365045,ACC,1,TRUE,FALSE,NA,NA,FALSE,FALSE,99347
07/27/2020 12:40:00 PM,07/28/2020 10:00:00 AM,Clove Lakes Park,Brooks Pond,Great Blue Heron,Public,Native,N/A,0.75,Juvenile,Birds,NA,Unfounded,0,FALSE,TRUE,NA,0.75,FALSE,FALSE,NA
07/27/2020 08:00:00 PM,07/28/2020 09:00:00 AM,Willowbrook Park,Pond,Mallard Duck,Employee,Native,N/A,0.75,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/27/2020 12:40:00 PM,07/27/2020 01:30:00 PM,Clove Lakes Park,Brooks Pond,Great Blue Heron,Public,Native,N/A,1.5,Juvenile,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/27/2020 09:00:00 AM,07/27/2020 09:15:00 AM,Clove Lakes Park,Saturn Playground,Red-tailed Hawk,Public,Native,DOA,4,Juvenile,Raptors,NA,Submitted for DEC Testing,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/24/2020 02:00:00 PM,07/24/2020 02:45:00 PM,Franklin D. Roosevelt Boardwalk and Beach,On the sand by Lot 1,Double-crested Cormorant,Employee,Native,Unhealthy,4,Adult,Birds,311-03317762,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
07/24/2020 11:00:00 AM,07/24/2020 11:30:00 AM,Allison Pond Park,Near Pond,Canada Goose,Central,Native,N/A,1,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/22/2020 04:00:00 PM,07/22/2020 04:03:00 PM,Franklin D. Roosevelt Boardwalk and Beach,Ocean Breeze Fishing Pier,Herring Gull,Employee,Native,Injured,2,Adult,Birds,311-03297475,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,98958
07/22/2020 09:00:00 AM,07/22/2020 09:10:00 AM,Olmsted-Beil House Park,On side of driveway on Hylan blvd side,White-tailed Deer,Employee,Native,DOA,0.5,Adult,Deer,NA,Advised/Educated others,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/22/2020 03:00:00 PM,07/22/2020 03:15:00 PM,Blue Heron Park,Blue Heron Nature Center,Domestic Duck,Public,Domestic,Healthy,0.75,Juvenile,Birds;#Domestic,311-03295320,ACC,3,FALSE,FALSE,NA,NA,FALSE,FALSE,131977
07/21/2020 03:08:00 PM,07/21/2020 03:10:00 PM,Clove Lakes Park,Pond by Stone House Restaurant,Great Blue Heron,Employee,Native,Healthy,0.5,Juvenile,Birds,NA,Monitored Animal,2,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/21/2020 09:05:00 AM,07/21/2020 09:15:00 AM,Aesop Park,Fawn was spotted in Aesop playground,White-tailed Deer,Employee,Native,Healthy,0.75,Infant,Deer,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/20/2020 10:10:00 AM,07/20/2020 10:19:00 AM,Clove Lakes Park,Room in Borough office,Eastern Gray Squirrel,Employee,Native,Healthy,1.25,Adult,Small Mammals-non RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/20/2020 09:00:00 AM,07/20/2020 10:00:00 AM,Ocean Breeze Track & Field Athletic Complex,garbage can outside rec center enterance,Virginia Opossum,Employee,Native,Healthy,3,Juvenile,Small Mammals-non RVS,NA,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/19/2020 06:32:00 PM,07/19/2020 06:50:00 PM,Midland Beach,Oceanbreeze Fishing Pier,Double-crested Cormorant,Employee,Native,Unhealthy,3.5,Adult,Birds,311-03262796,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,98736
07/15/2020 03:40:00 PM,07/15/2020 03:50:00 PM,LaTourette Park & Golf Course,Golf course heading towards Greenbelt Nature Center,Puma,Central,Exotic,N/A,2,Adult,"Rare, Endangered, Dangerous",NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/18/2020 04:00:00 PM,07/18/2020 04:10:00 PM,Franklin D. Roosevelt Boardwalk and Beach,"South Beach, Father Capodanno Bloulevard and Sand Lane",Double-crested Cormorant,Public,Native,Unhealthy,2.5,Adult,Birds,NA,Rehabilitator,2,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
07/17/2020 01:30:00 PM,07/17/2020 04:00:00 PM,Wolfe's Pond Park,Near Pond,Canada Goose,Public,Native,Injured,1,Adult,Birds,311-03236233,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,98579
07/17/2020 11:30:00 AM,07/17/2020 03:00:00 PM,Franklin D. Roosevelt Boardwalk and Beach,South Beach Lot 5,Gull (Unknown),Employee,Native,N/A,0.5,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/17/2020 10:40:00 AM,07/17/2020 10:45:00 AM,Blue Heron Park,In front of the nature center,American Robin,Public,Native,N/A,1.5,Juvenile,Birds,311-032322712,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/16/2020 04:30:00 PM,07/16/2020 05:00:00 PM,Franklin D. Roosevelt Boardwalk and Beach,On beach near Lot 5 by jetty,Double-crested Cormorant,Employee,Native,Unhealthy,2.75,Adult,Birds,311-03225763,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
07/09/2020 01:15:00 PM,07/09/2020 01:30:00 PM,Franklin D. Roosevelt Boardwalk and Beach,"South Beach, Sand Lane and Father Capodanno",Double-crested Cormorant,Employee,Native,Unhealthy,2,Adult,Birds,311-03143507,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,97940
07/09/2020 11:15:00 AM,07/09/2020 11:30:00 AM,Franklin D. Roosevelt Boardwalk and Beach,South Beach by lifeguard station next to South fin grill on Sand Lane,Double-crested Cormorant,Employee,Native,Unhealthy,1.5,Juvenile,Birds,311-03142827,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,97910
07/08/2020 11:00:00 AM,07/08/2020 11:05:00 AM,Laredo Avenue Parcel,"40.549190, -74.175089 Across the street from park in bluebelt area at Wolcott Avenue and Annadale Road",Raccoon,Employee,Native,Healthy,2,Adult,Small Mammals-RVS,31103131591,ACC,1,TRUE,FALSE,NA,NA,FALSE,FALSE,97859
07/07/2020 05:23:00 PM,07/07/2020 05:24:00 PM,Midland Field,Midland Field (midland Ave) and Greenley Ave (near the park),Great Blue Heron,Employee,Native,Injured,4.5,Adult,Birds,311-03123460,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,NA,FALSE,FALSE,NA
07/07/2020 04:20:00 PM,07/07/2020 04:21:00 PM,Clove Lakes Park,bathrooms by basketball courts on Victory Blvd side of Park,Raccoon,Employee,Native,N/A,0.25,Juvenile,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/07/2020 10:50:00 AM,07/07/2020 10:51:00 AM,Willowbrook Park,Pond,Domestic Duck,Observed by Ranger,Domestic,N/A,1.25,Adult,Birds,311-03119227,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/02/2020 05:00:00 PM,07/03/2020 10:00:00 AM,Clove Lakes Park,Waterfall between Martling and Clove Lake.,Great Blue Heron,Central,Native,Healthy,13,Adult,Birds,311-03054906,Relocated/Condition Corrected,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/02/2020 04:45:00 PM,07/02/2020 05:00:00 PM,Clove Lakes Park,Bard avenue & Clove road,Great Blue Heron,Central,Native,Injured,1.5,Adult,Birds,NA,Monitored Animal,1,TRUE,TRUE,NA,0.5,FALSE,FALSE,NA
07/02/2020 04:00:00 PM,07/02/2020 04:10:00 PM,LaTourette Park & Golf Course,Richmond Rd. and Arthur Kill Rd.,Canada Goose,Central,Native,N/A,0.25,Adult,Birds,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/01/2020 04:30:00 PM,07/02/2020 10:20:00 AM,Allison Pond Park,"Allison Pond, near the bridge",Domestic Duck,Observed by Ranger,Domestic,Healthy,0.5,Adult,Domestic,NA,Relocated/Condition Corrected,2,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/01/2020 01:23:00 PM,07/01/2020 02:18:00 PM,Clove Lakes Park,Brookside place side of Brooke's Pond,Duck (Unknown),Public,Native,N/A,1.75,Adult,Birds,NA,Monitored Animal,1,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
07/01/2020 11:30:00 AM,07/01/2020 11:35:00 AM,Willowbrook Park,Next to comfort station/ M&O office,House Sparrow,Employee,Native,Healthy,0.75,Infant,Birds,NA,Relocated/Condition Corrected,1,FALSE,TRUE,NA,0.25,FALSE,FALSE,NA
06/29/2020 10:30:00 AM,06/29/2020 10:45:00 AM,Brookfield Park,Brookfield trailer,Common Snapping Turtle,Employee,Native,Injured,1.5,Adult,Terrestrial Reptile or Amphibian,3111-02999822,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,97254
06/25/2020 04:20:00 PM,06/26/2020 10:15:00 AM,Clove Lakes Park,Brook's Pond,Mallard Duck,Public,Native,Injured,2,Adult,Birds,NA,ACC,1,FALSE,FALSE,NA,NA,FALSE,FALSE,97046
06/25/2020 04:00:00 PM,06/25/2020 04:00:00 PM,Blue Heron Park,Spring Pond Bridge,Eastern Box Turtle,Observed by Ranger,Native,Injured,2,Adult,Terrestrial Reptile or Amphibian,311-02939792,Rehabilitator,1,FALSE,FALSE,Sean Casey Animal Rescue,NA,FALSE,FALSE,NA
06/24/2020 11:45:00 AM,06/25/2020 10:10:00 AM,Clove Lakes Park,"Martling Pond, trails by parks garage",Raccoon,Employee,Native,N/A,0.5,Adult,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
06/24/2020 11:45:00 AM,06/24/2020 12:00:00 PM,Clove Lakes Park,Martling Pond Dam,Raccoon,Employee,Native,N/A,1,Juvenile,Small Mammals-RVS,NA,Unfounded,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA
